0, 0, 0.38666666666666666
3, 3, 0.82
1, 2, 0.49333333333333335
1, 3, 0.63
1, 3, 0.63
0, 0, 0.39666666666666667
1, 1, 0.9466666666666667
2, 2, 0.5433333333333333
3, 3, 0.7866666666666666
3, 3, 0.7866666666666666
0, 2, 0.6066666666666667
0, 0, 0.6333333333333333
1, 1, 0.9266666666666666
2, 2, 0.5633333333333334
1, 3, 0.6266666666666667
0, 0, 0.47333333333333333
1, 1, 0.9533333333333334
2, 2, 0.5833333333333334
3, 3, 0.59
4, 4, 0.4666666666666667
5, 5, 0.6033333333333334
6, 6, 0.5866666666666667
7, 7, 0.9166666666666666
8, 3, 0.32
9, 9, 0.5433333333333333
0, 0, 0.4633333333333333
1, 1, 0.8266666666666667
2, 2, 0.43666666666666665
3, 3, 0.7933333333333333
4, 4, 0.46
5, 5, 0.54
6, 6, 0.47
7, 7, 0.9333333333333333
8, 5, 0.2833333333333333
9, 9, 0.3433333333333333
0, 0, 0.87
1, 1, 0.9733333333333334
2, 2, 0.5433333333333333
3, 3, 0.49
5, 5, 0.38
6, 5, 0.23333333333333334
6, 5, 0.23333333333333334
7, 7, 0.5533333333333333
8, 8, 0.35333333333333333
9, 9, 0.49
0, 0, 0.4166666666666667
1, 1, 0.8533333333333334
2, 2, 0.8533333333333334
3, 3, 0.71
4, 4, 0.45666666666666667
4, 4, 0.45666666666666667
5, 5, 0.49
7, 7, 0.6666666666666666
8, 3, 0.2833333333333333
9, 9, 0.3933333333333333
0, 0, 0.3
1, 1, 0.86
2, 2, 0.3433333333333333
3, 3, 0.8566666666666667
4, 4, 0.7666666666666667
5, 5, 0.44666666666666666
6, 6, 0.46
7, 7, 0.5933333333333334
8, 3, 0.27
9, 9, 0.62
0, 0, 0.48
1, 1, 0.6666666666666666
2, 2, 0.4066666666666667
3, 3, 0.44666666666666666
4, 4, 0.79
5, 5, 0.7666666666666667
6, 6, 0.4766666666666667
7, 7, 0.96
8, 5, 0.27666666666666667
9, 9, 0.33
0, 0, 0.7533333333333333
2, 2, 0.7133333333333334
3, 3, 0.78
4, 4, 0.3
5, 5, 0.7066666666666667
6, 6, 0.36333333333333334
8, 1, 0.2
9, 9, 0.4
1, 1, 0.98
7, 7, 0.8466666666666667
0, 0, 0.5966666666666667
1, 1, 0.89
2, 2, 0.5166666666666667
3, 3, 0.6766666666666666
4, 4, 0.45666666666666667
5, 5, 0.5933333333333334
6, 6, 0.49666666666666665
6, 6, 0.49666666666666665
7, 7, 0.5866666666666667
7, 7, 0.5866666666666667
8, 3, 0.24333333333333335
9, 9, 0.5066666666666667
0, 0, 0.6966666666666667
1, 1, 0.9566666666666667
2, 2, 0.44333333333333336
2, 2, 0.44333333333333336
3, 3, 0.6033333333333334
4, 4, 0.4
5, 5, 0.5633333333333334
6, 6, 0.27666666666666667
8, 3, 0.26
9, 9, 0.21
0, 0, 0.5266666666666666
1, 1, 0.98
3, 3, 0.4033333333333333
4, 4, 0.6266666666666667
5, 5, 0.31
7, 7, 0.5033333333333333
8, 8, 0.25
9, 9, 0.69
4, 4, 0.5066666666666667
4, 4, 0.33666666666666667
4, 4, 0.47
4, 4, 0.6866666666666666
5, 5, 0.7633333333333333
5, 5, 0.6233333333333333
5, 5, 0.5566666666666666
6, 5, 0.27666666666666667
6, 5, 0.5166666666666667
7, 7, 0.8133333333333334
8, 2, 0.25666666666666665
9, 9, 0.38333333333333336
5, 5, 0.30333333333333334
6, 6, 0.30333333333333334
5, 5, 0.6433333333333333
6, 6, 0.5233333333333333
7, 7, 0.56
9, 9, 0.3333333333333333
0, 0, 0.6633333333333333
8, 2, 0.26666666666666666
8, 6, 0.21333333333333335
6, 6, 0.43666666666666665
4, 4, 0.4766666666666667
5, 5, 0.6666666666666666
5, 5, 0.6666666666666666
