0, 0, 0.9999998807907104
0, 0, 1.0
1, 2, 1.0
0, 0, 0.9999974966049194
1, 1, 0.9999023675918579
2, 2, 0.9999997615814209
3, 3, 1.0
0, 2, 1.0
0, 0, 1.0
1, 1, 0.9999908208847046
2, 2, 0.9999998807907104
1, 3, 1.0
0, 0, 0.9999996423721313
1, 1, 0.9999986886978149
2, 2, 1.0
3, 3, 1.0
4, 4, 1.0
5, 5, 1.0
6, 6, 0.9999496936798096
7, 7, 1.0
8, 8, 0.9975616931915283
9, 9, 1.0
0, 0, 1.0
1, 1, 0.9995126724243164
2, 2, 1.0
3, 3, 1.0
4, 4, 0.9999996423721313
5, 5, 0.999992847442627
6, 6, 1.0
7, 7, 1.0
8, 8, 0.8933305740356445
9, 9, 0.888241171836853
0, 0, 1.0
1, 1, 0.9999027252197266
2, 2, 1.0
3, 3, 0.9999996423721313
4, 4, 0.9999978542327881
5, 5, 1.0
6, 6, 0.9994408488273621
7, 7, 0.9999980926513672
8, 8, 0.9978158473968506
9, 9, 0.9999971389770508
0, 0, 1.0
1, 1, 0.9999988079071045
1, 1, 0.9999988079071045
2, 2, 1.0
3, 3, 1.0
4, 4, 0.999968409538269
5, 5, 1.0
6, 6, 0.9999850988388062
7, 7, 0.9978395700454712
8, 8, 0.9999990463256836
9, 9, 0.9987859129905701
0, 0, 0.9999991655349731
2, 2, 0.9997758269309998
3, 3, 1.0
4, 4, 0.9999961853027344
5, 5, 0.999983549118042
6, 6, 0.9999942779541016
7, 7, 0.9965124726295471
8, 8, 0.9966570138931274
9, 9, 0.9997561573982239
0, 0, 0.9999966621398926
1, 1, 0.9999915361404419
2, 2, 0.9999998807907104
3, 3, 1.0
4, 4, 1.0
5, 5, 1.0
6, 6, 0.9999967813491821
7, 7, 1.0
8, 8, 0.6021472811698914
9, 9, 0.9954668283462524
0, 0, 1.0
1, 1, 1.0
1, 1, 1.0
2, 2, 0.9999988079071045
3, 3, 1.0
4, 4, 0.9997206330299377
5, 5, 1.0
6, 6, 0.9999971389770508
7, 7, 1.0
7, 7, 1.0
8, 8, 0.999100923538208
9, 9, 0.9999942779541016
0, 0, 1.0
2, 2, 1.0
3, 3, 1.0
4, 4, 0.9999955892562866
5, 5, 1.0
6, 6, 1.0
8, 8, 0.9990668892860413
9, 9, 0.9999998807907104
0, 0, 0.999998927116394
1, 1, 0.9999983310699463
2, 2, 0.9999997615814209
3, 3, 1.0
4, 4, 0.9998996257781982
5, 5, 1.0
6, 6, 0.9996296167373657
7, 7, 0.9999997615814209
8, 8, 0.9743554592132568
9, 3, 0.9882882833480835
0, 0, 0.9999994039535522
1, 1, 0.9999992847442627
3, 3, 1.0
2, 2, 1.0
4, 4, 1.0
5, 5, 0.9989712238311768
6, 6, 0.9999057054519653
7, 2, 0.5006459951400757
8, 8, 0.9999958276748657
9, 9, 0.9999997615814209
4, 4, 1.0
4, 4, 0.9988206028938293
4, 4, 0.9999992847442627
4, 4, 0.9999979734420776
5, 5, 1.0
5, 5, 1.0
5, 5, 0.9991689920425415
6, 6, 0.9999563694000244
6, 6, 0.9999202489852905
7, 7, 1.0
7, 7, 0.9747182130813599
7, 7, 1.0
7, 7, 1.0
8, 3, 0.9997501969337463
9, 9, 0.9999856948852539
5, 5, 0.9986196756362915
6, 6, 0.9996503591537476
5, 5, 1.0
6, 6, 0.9999997615814209
7, 7, 0.9962928891181946
9, 9, 0.9999942779541016
0, 0, 1.0
8, 8, 0.8632802963256836
8, 6, 0.5488812923431396
6, 6, 0.9999997615814209
4, 4, 0.9999998807907104
5, 5, 0.9999998807907104
